"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0V260","2020-04-19 21:00:00","126.000","0.000","0.000","24.100","0.940","998.700","","0.000","-99.000","-99.000","-99.000","34.400","","21.000",""
"C0H990","2020-04-19 21:00:00","3076.000","229.000","6.500","5.200","0.860","708.000","","0.000","-99.000","-99.000","-99.000","10.700","","5.200",""
"C0F9K0","2020-04-19 21:00:00","30.000","249.000","2.200","25.600","0.880","1007.400","","0.000","-99.000","-99.000","-99.000","29.000","","24.200",""
"C0AH90","2020-04-19 21:00:00","660.000","0.000","0.100","17.300","0.990","941.900","","0.000","-99.000","-99.000","-99.000","27.500","","16.100",""
"C0W150","2020-04-19 21:00:00","42.000","207.000","2.700","22.500","0.980","1007.600","","0.000","-99.000","-99.000","-99.000","28.300","","21.400",""
"C0F000","2020-04-19 21:00:00","273.000","225.000","0.600","23.400","1.000","979.000","","0.000","-99.000","-99.000","-99.000","29.600","","22.200",""
"C0M860","2020-04-19 21:00:00","578.000","116.000","0.600","22.300","0.850","949.100","","-99.000","-99.000","-99.000","-99.000","31.100","","19.600",""
"C0K410","2020-04-19 21:00:00","20.000","208.000","2.600","24.200","0.920","1009.100","","0.000","-99.000","-99.000","-99.000","30.700","","23.900",""
"C0R140","2020-04-19 21:00:00","740.000","151.000","0.700","21.500","0.770","933.500","","0.000","-99.000","-99.000","-99.000","27.700","","19.900",""
"C0V800","2020-04-19 21:00:00","256.000","300.000","0.700","24.200","0.850","982.600","","0.000","-99.000","-99.000","-99.000","32.300","","21.400",""
"C0S830","2020-04-19 21:00:00","288.000","259.000","1.900","25.900","0.860","980.200","","0.000","-99.000","-99.000","-99.000","30.600","","22.200",""
"C0S920","2020-04-19 21:00:00","98.000","316.000","1.600","25.900","0.610","995.400","","0.000","-99.000","-99.000","-99.000","34.900","","22.000",""
"C0V640","2020-04-19 21:00:00","35.000","243.000","0.500","26.500","0.900","1008.700","","0.000","-99.000","-99.000","-99.000","30.400","","24.300",""
"C0AH80","2020-04-19 21:00:00","68.000","106.000","0.400","23.700","0.960","1004.100","","0.000","-99.000","-99.000","-99.000","29.000","","19.800",""
"C0K250","2020-04-19 21:00:00","12.000","190.000","1.500","23.100","0.960","1011.100","","0.000","-99.000","-99.000","-99.000","32.800","","22.400",""
"C0R840","2020-04-19 21:00:00","536.000","285.000","4.400","22.200","0.810","952.400","","0.000","-99.000","-99.000","-99.000","28.800","","21.800",""
"C0I410","2020-04-19 21:00:00","180.000","191.000","1.000","25.000","0.890","991.600","","0.000","-99.000","-99.000","-99.000","32.400","","22.400",""
"C0M410","2020-04-19 21:00:00","245.000","341.000","1.300","23.500","0.860","981.600","","0.000","-99.000","-99.000","-99.000","33.000","","20.500",""
"C0F9Z0","2020-04-19 21:00:00","3193.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0G810","2020-04-19 21:00:00","26.000","187.000","0.800","26.600","0.840","1008.100","","0.000","-99.000","-99.000","-99.000","33.000","","24.900",""
"C0U650","2020-04-19 21:00:00","442.000","262.000","1.200","21.100","0.900","963.600","","0.000","-99.000","-99.000","-99.000","27.700","","19.900",""
"C0D660","2020-04-19 21:00:00","65.000","258.000","1.500","25.200","0.890","1004.800","","0.000","-99.000","-99.000","-99.000","26.800","","23.100",""
"C0E540","2020-04-19 21:00:00","32.000","229.000","2.500","25.100","0.900","1008.400","","0.000","-99.000","-99.000","-99.000","28.900","","22.000",""
"C0W170","2020-04-19 21:00:00","42.000","187.000","3.800","20.300","0.940","1006.000","","0.000","-99.000","-99.000","-99.000","21.700","","16.700",""
"C0Z150","2020-04-19 21:00:00","27.000","43.000","0.800","26.800","0.980","1009.400","","0.000","-99.000","-99.000","-99.000","29.300","","22.400",""
"C0S840","2020-04-19 21:00:00","22.000","239.000","1.800","24.900","0.820","1010.800","","0.500","-99.000","-99.000","-99.000","32.800","","23.600",""
"C0H9A0","2020-04-19 21:00:00","1595.000","281.000","1.300","15.800","0.710","848.200","","0.000","-99.000","-99.000","-99.000","26.800","","13.600",""
"C0Z300","2020-04-19 21:00:00","182.000","69.000","0.900","26.200","0.990","992.300","","0.000","-99.000","-99.000","-99.000","30.700","","20.400",""
"C0G730","2020-04-19 21:00:00","27.000","178.000","1.100","24.300","0.950","1010.000","","0.000","-99.000","-99.000","-99.000","31.500","","23.700",""
"C0V730","2020-04-19 21:00:00","33.000","0.000","0.200","26.800","0.960","1009.400","","0.000","-99.000","-99.000","-99.000","31.300","","24.400",""
"C0SA00","2020-04-19 21:00:00","466.000","0.000","0.100","24.700","0.610","959.700","","0.000","-99.000","-99.000","-99.000","31.800","","19.200",""
"C0S900","2020-04-19 21:00:00","27.000","222.000","1.900","27.200","0.840","1011.000","","0.000","-99.000","-99.000","-99.000","28.900","","26.200",""
"C0C480","2020-04-19 21:00:00","105.000","264.000","0.300","24.900","0.860","1000.600","","0.000","-99.000","-99.000","-99.000","28.100","","22.400",""
"C0V720","2020-04-19 21:00:00","15.000","289.000","0.400","26.800","0.870","1010.900","","0.000","-99.000","-99.000","-99.000","30.800","","24.800",""
"C0UA60","2020-04-19 21:00:00","566.000","297.000","1.600","21.800","0.990","949.300","","0.000","-99.000","-99.000","-99.000","28.300","","19.000",""
"C0A980","2020-04-19 21:00:00","11.000","341.000","2.500","24.800","0.890","1011.900","","0.000","-99.000","-99.000","-99.000","28.400","","21.900",""
"C0C670","2020-04-19 21:00:00","250.000","21.000","0.600","23.300","0.910","984.700","","0.000","-99.000","-99.000","-99.000","26.500","","21.200",""
"C0K550","2020-04-19 21:00:00","15.000","201.000","0.800","24.700","0.910","1010.900","","0.000","-99.000","-99.000","-99.000","31.200","","23.400",""
"C0R350","2020-04-19 21:00:00","35.000","299.000","2.100","25.700","0.910","1008.800","","0.000","-99.000","-99.000","-99.000","32.100","","25.700",""
"C0T9F0","2020-04-19 21:00:00","251.000","0.000","0.200","24.200","0.980","983.800","","0.000","-99.000","-99.000","-99.000","30.000","","21.900",""
"C0D390","2020-04-19 21:00:00","146.000","0.000","0.000","22.800","0.960","994.500","","0.000","-99.000","-99.000","-99.000","27.500","","20.900",""
"C0E430","2020-04-19 21:00:00","258.000","0.000","0.200","20.800","0.870","986.500","","0.000","-99.000","-99.000","-99.000","29.200","","19.800",""
"C0O990","2020-04-19 21:00:00","18.000","0.000","0.100","24.500","0.990","1010.400","","0.000","-99.000","-99.000","-99.000","31.400","","22.000",""
"CM0010","2020-04-19 21:00:00","68.000","0.000","0.000","24.900","0.830","1005.400","","0.000","-99.000","-99.000","-99.000","28.900","","21.300",""
"C0K500","2020-04-19 21:00:00","12.000","223.000","1.100","24.600","0.980","1009.900","","0.000","-99.000","-99.000","-99.000","31.200","","23.900",""
"C0X260","2020-04-19 21:00:00","39.000","198.000","1.400","25.000","0.920","1008.500","","0.000","-99.000","-99.000","-99.000","32.100","","22.900",""
"C0ACA0","2020-04-19 21:00:00","25.000","359.000","1.300","25.200","0.900","1008.700","","0.000","-99.000","-99.000","-99.000","27.900","","22.600",""
"C0X180","2020-04-19 21:00:00","62.000","0.000","0.200","25.100","0.990","1004.500","","0.000","-99.000","-99.000","-99.000","32.000","","23.100",""
"C0F930","2020-04-19 21:00:00","100.000","255.000","0.400","25.900","0.940","1000.600","","0.000","-99.000","-99.000","-99.000","31.000","","23.800",""
"C0I010","2020-04-19 21:00:00","1562.000","88.000","0.800","17.000","0.810","850.500","","0.000","-99.000","-99.000","-99.000","24.300","","15.100",""
"C0R190","2020-04-19 21:00:00","32.000","0.000","0.000","25.900","0.970","1008.400","","0.000","-99.000","-99.000","-99.000","33.000","","21.600",""
"C0E420","2020-04-19 21:00:00","19.000","270.000","2.100","25.200","0.870","1007.900","","0.000","-99.000","-99.000","-99.000","28.000","","22.700",""
"C0I460","2020-04-19 21:00:00","110.000","206.000","2.500","26.500","0.850","1000.000","","0.000","-99.000","-99.000","-99.000","32.300","","22.700",""
"C0A9F0","2020-04-19 21:00:00","35.000","-99.000","-99.000","26.300","0.830","1008.800","","0.000","-99.000","-99.000","-99.000","29.000","","23.000",""
"C0F9A0","2020-04-19 21:00:00","425.000","303.000","0.500","23.600","1.000","964.800","","0.000","-99.000","-99.000","-99.000","31.700","","21.900",""
"C0O950","2020-04-19 21:00:00","4.000","0.000","0.000","25.100","1.000","1011.400","","0.000","-99.000","-99.000","-99.000","31.300","","24.200",""
"C0M760","2020-04-19 21:00:00","40.000","184.000","0.900","24.800","0.900","1008.000","","0.000","-99.000","-99.000","-99.000","33.300","","23.500",""
"C0AH70","2020-04-19 21:00:00","34.000","334.000","1.600","26.200","0.760","1009.200","","0.000","-99.000","-99.000","-99.000","28.800","","22.900",""
"C0U980","2020-04-19 21:00:00","573.000","283.000","1.700","20.500","0.970","949.900","","0.000","-99.000","-99.000","-99.000","26.600","","18.500",""
"C0S740","2020-04-19 21:00:00","289.000","34.000","0.800","24.500","0.920","980.000","","0.000","-99.000","-99.000","-99.000","28.900","","19.700",""
"C0A940","2020-04-19 21:00:00","49.000","0.000","0.200","23.300","0.980","1007.600","","0.000","-99.000","-99.000","-99.000","28.900","","20.900",""
"C0A920","2020-04-19 21:00:00","196.000","283.000","1.100","23.700","0.950","990.500","","0.000","-99.000","-99.000","-99.000","26.800","","22.000",""
"C0T870","2020-04-19 21:00:00","135.000","308.000","0.600","23.300","0.990","996.800","","0.000","-99.000","-99.000","-99.000","31.000","","19.600",""
"C0O930","2020-04-19 21:00:00","69.000","48.000","1.400","24.800","1.000","1004.500","","0.000","-99.000","-99.000","-99.000","35.500","","21.200",""
"C0AI40","2020-04-19 21:00:00","37.000","290.000","1.200","25.900","0.830","1008.700","","0.000","-99.000","-99.000","-99.000","28.300","","23.500",""
"C0C460","2020-04-19 21:00:00","482.000","0.000","0.000","21.700","0.940","959.800","","0.000","-99.000","-99.000","-99.000","27.400","","19.400",""
"C0T9D0","2020-04-19 21:00:00","7.000","255.000","0.400","24.200","0.990","1012.700","","17.000","-99.000","-99.000","-99.000","29.800","","22.000",""
"C0I390","2020-04-19 21:00:00","1184.000","47.000","1.300","19.700","0.830","887.700","","0.000","-99.000","-99.000","-99.000","26.300","","14.700",""
"C0B020","2020-04-19 21:00:00","86.000","353.000","2.800","22.700","0.920","1001.600","","0.500","-99.000","-99.000","-99.000","27.300","","21.500",""
"C0F860","2020-04-19 21:00:00","2215.000","206.000","1.100","12.500","0.850","783.800","","0.000","-99.000","-99.000","-99.000","20.500","","12.300",""
"C0U890","2020-04-19 21:00:00","116.000","249.000","2.100","23.300","0.990","1000.400","","0.000","-99.000","-99.000","-99.000","29.000","","21.700",""
"C0G800","2020-04-19 21:00:00","15.000","201.000","1.400","24.700","0.990","1010.400","","0.000","-99.000","-99.000","-99.000","30.700","","24.000",""
"C0F850","2020-04-19 21:00:00","379.000","17.000","0.300","23.700","0.880","969.000","","0.000","-99.000","-99.000","-99.000","30.200","","20.500",""
"C0AH50","2020-04-19 21:00:00","275.000","0.000","0.200","23.500","0.990","981.500","","0.000","-99.000","-99.000","-99.000","25.800","","21.100",""
"C0Z160","2020-04-19 21:00:00","124.000","76.000","2.300","26.000","0.900","1000.600","","0.000","-99.000","-99.000","-99.000","30.600","","21.200",""
"C0R540","2020-04-19 21:00:00","17.000","309.000","0.400","26.800","0.920","1010.400","","0.000","-99.000","-99.000","-99.000","30.100","","23.600",""
"C0K480","2020-04-19 21:00:00","56.000","183.000","1.300","24.900","0.990","1005.900","","0.000","-99.000","-99.000","-99.000","32.000","","23.500",""
"C0H890","2020-04-19 21:00:00","440.000","195.000","0.300","23.400","0.900","962.900","","0.000","-99.000","-99.000","-99.000","31.200","","20.100",""
"C0S770","2020-04-19 21:00:00","375.000","230.000","1.300","25.600","0.600","968.900","","0.000","-99.000","-99.000","-99.000","29.700","","21.000",""
"C0X230","2020-04-19 21:00:00","29.000","181.000","1.200","24.900","0.890","1010.500","","0.000","-99.000","-99.000","-99.000","31.500","","23.000",""
"C0B010","2020-04-19 21:00:00","38.000","39.000","2.500","24.800","0.910","1006.000","","0.000","-99.000","-99.000","-99.000","29.000","","21.100",""
"C0R490","2020-04-19 21:00:00","49.000","0.000","0.000","26.300","0.880","1006.600","","0.000","-99.000","-99.000","-99.000","32.500","","23.900",""
"C0V440","2020-04-19 21:00:00","27.000","335.000","0.400","26.300","0.860","1009.000","","0.000","-99.000","-99.000","-99.000","33.000","","24.500",""
"C0SA40","2020-04-19 21:00:00","200.000","148.000","0.500","23.400","0.850","989.200","","0.000","-99.000","-99.000","-99.000","29.400","","19.200",""
"C0Z280","2020-04-19 21:00:00","224.000","177.000","1.100","25.300","0.990","987.500","","0.000","-99.000","-99.000","-99.000","30.600","","21.000",""
"C0Z070","2020-04-19 21:00:00","247.000","5.000","2.600","25.000","0.990","983.400","","0.000","-99.000","-99.000","-99.000","32.800","","20.600",""
"CM0180","2020-04-19 21:00:00","313.000","284.000","0.400","23.400","0.810","978.600","","0.000","-99.000","-99.000","-99.000","31.700","","19.800",""
"C0T9N0","2020-04-19 21:00:00","261.000","33.000","1.300","25.600","0.850","982.300","","0.000","-99.000","-99.000","-99.000","30.200","","20.600",""
"C0R800","2020-04-19 21:00:00","131.000","247.000","2.100","25.800","0.850","997.300","","0.000","-99.000","-99.000","-99.000","32.100","","23.200",""
"C0K470","2020-04-19 21:00:00","97.000","145.000","0.600","24.000","0.990","1001.200","","0.000","-99.000","-99.000","-99.000","32.500","","22.500",""
"C0R720","2020-04-19 21:00:00","214.000","237.000","2.100","25.000","0.740","988.400","","0.000","-99.000","-99.000","-99.000","30.400","","23.800",""
"C0V650","2020-04-19 21:00:00","28.000","260.000","0.900","25.700","0.900","1011.400","","0.000","-99.000","-99.000","-99.000","29.700","","23.900",""
"C0R830","2020-04-19 21:00:00","383.000","242.000","1.100","23.600","0.780","968.800","","0.000","6.600","228.000","","29.300","","22.800",""
"C0H9C0","2020-04-19 21:00:00","3402.000","299.000","1.500","2.800","0.970","678.800","","0.000","-99.000","-99.000","-99.000","9.400","","2.500",""
"C0U780","2020-04-19 21:00:00","15.000","205.000","1.100","24.800","0.960","1011.200","","0.000","-99.000","-99.000","-99.000","30.000","","22.400",""
"C0U760","2020-04-19 21:00:00","22.000","0.000","0.000","24.500","0.990","1011.200","","0.000","-99.000","-99.000","-99.000","30.700","","21.700",""
"C0X290","2020-04-19 21:00:00","10.000","220.000","2.800","25.300","0.910","1011.200","","0.000","-99.000","-99.000","-99.000","29.900","","24.400",""
"C0E830","2020-04-19 21:00:00","37.000","241.000","2.600","25.500","0.870","1007.500","","0.000","-99.000","-99.000","-99.000","29.300","","23.000",""
"C0K330","2020-04-19 21:00:00","38.000","184.000","1.400","24.700","1.000","1007.700","","0.000","-99.000","-99.000","-99.000","32.600","","23.700",""
"C0M660","2020-04-19 21:00:00","40.000","185.000","2.400","24.500","0.950","1008.300","","0.000","-99.000","-99.000","-99.000","31.200","","23.300",""
"C0D580","2020-04-19 21:00:00","120.000","0.000","0.000","22.000","0.970","998.700","","0.000","-99.000","-99.000","-99.000","27.200","","21.100",""
"C0R640","2020-04-19 21:00:00","21.000","298.000","2.100","26.400","0.920","1010.200","","0.000","-99.000","-99.000","-99.000","29.000","","24.600",""
"C0E810","2020-04-19 21:00:00","53.000","223.000","1.500","24.600","0.960","1006.200","","0.000","-99.000","-99.000","-99.000","28.900","","20.900",""
"C0G830","2020-04-19 21:00:00","27.000","153.000","1.600","24.700","0.990","-99.000","","0.000","-99.000","-99.000","-99.000","31.000","","23.700",""
"C0A550","2020-04-19 21:00:00","422.000","0.000","0.000","19.500","1.000","966.300","","0.000","-99.000","-99.000","-99.000","27.300","","18.400",""
"C0G750","2020-04-19 21:00:00","31.000","159.000","0.900","24.100","0.920","1009.700","","-99.000","-99.000","-99.000","-99.000","31.700","","23.400",""
"C0Z270","2020-04-19 21:00:00","343.000","41.000","1.900","24.300","0.990","974.000","","0.000","-99.000","-99.000","-99.000","27.200","","20.700",""
"C0UA30","2020-04-19 21:00:00","1397.000","195.000","0.800","19.200","0.620","862.100","","0.000","-99.000","-99.000","-99.000","23.300","","16.100",""
"C0I080","2020-04-19 21:00:00","536.000","0.000","0.200","22.300","0.840","956.000","","0.000","-99.000","-99.000","-99.000","31.800","","18.800",""
"C0UA00","2020-04-19 21:00:00","392.000","0.000","0.200","21.200","0.930","970.100","","0.000","-99.000","-99.000","-99.000","31.800","","19.000",""
"C0AD40","2020-04-19 21:00:00","32.000","0.000","0.000","25.100","0.890","1008.800","","0.000","-99.000","-99.000","-99.000","28.500","","20.600",""
"C0G900","2020-04-19 21:00:00","20.000","233.000","2.500","26.100","0.880","1009.500","","0.000","-99.000","-99.000","-99.000","29.600","","24.900",""
"C0S660","2020-04-19 21:00:00","794.000","252.000","1.300","22.800","0.610","926.400","","0.000","-99.000","-99.000","-99.000","31.800","","16.700",""
"C0M640","2020-04-19 21:00:00","155.000","0.000","0.000","24.900","0.990","994.800","","0.000","-99.000","-99.000","-99.000","32.400","","23.300",""
"C0R660","2020-04-19 21:00:00","20.000","2.000","2.400","26.500","0.900","1011.000","","0.000","-99.000","-99.000","-99.000","28.800","","23.100",""
"C0UA10","2020-04-19 21:00:00","1711.000","321.000","1.200","13.800","0.740","833.900","","0.000","-99.000","-99.000","-99.000","23.800","","12.100",""
"C0V770","2020-04-19 21:00:00","26.000","345.000","1.000","25.900","0.830","1009.600","","0.000","-99.000","-99.000","-99.000","32.000","","24.300",""
"C0E730","2020-04-19 21:00:00","26.000","227.000","0.500","25.800","0.870","1007.600","","0.000","-99.000","-99.000","-99.000","28.600","","23.000",""
"C0V810","2020-04-19 21:00:00","32.000","296.000","0.300","25.400","0.900","1008.000","","0.000","-99.000","-99.000","-99.000","29.500","","25.400",""
"C0A9C0","2020-04-19 21:00:00","35.000","78.000","0.800","26.000","0.830","1008.900","","0.000","-99.000","-99.000","-99.000","28.500","","22.200",""
"C0X310","2020-04-19 21:00:00","9.000","205.000","1.800","25.400","0.890","1012.200","","0.000","-99.000","-99.000","-99.000","30.000","","24.800",""
"C0K280","2020-04-19 21:00:00","23.000","213.000","1.400","23.900","1.000","1011.900","","0.000","-99.000","-99.000","-99.000","31.700","","23.200",""
"C0M650","2020-04-19 21:00:00","20.000","197.000","2.000","24.300","0.930","1010.400","","0.000","-99.000","-99.000","-99.000","31.400","","23.300",""
"C0S910","2020-04-19 21:00:00","212.000","277.000","4.500","25.000","0.990","990.200","","0.000","13.400","284.000","","29.500","","24.300",""
"C0D570","2020-04-19 21:00:00","15.000","249.000","1.200","25.200","0.940","1010.400","","0.000","-99.000","-99.000","-99.000","28.500","","22.100",""
"C0M710","2020-04-19 21:00:00","15.000","185.000","1.300","25.200","0.900","1010.700","","0.000","-99.000","-99.000","-99.000","29.000","","24.300",""
"C0V490","2020-04-19 21:00:00","20.000","0.000","0.100","26.200","0.990","1010.600","","0.000","-99.000","-99.000","-99.000","30.700","","26.000",""
"C0E870","2020-04-19 21:00:00","34.000","279.000","3.000","25.100","0.970","1009.300","","0.000","-99.000","-99.000","-99.000","29.100","","22.400",""
"C0M800","2020-04-19 21:00:00","440.000","107.000","0.500","22.900","0.830","964.600","","0.000","-99.000","-99.000","-99.000","31.700","","19.900",""
"C0A570","2020-04-19 21:00:00","360.000","-99.000","-99.000","20.600","0.960","973.000","","0.000","-99.000","-99.000","-99.000","27.700","","18.200",""
"C0S790","2020-04-19 21:00:00","236.000","335.000","1.300","26.100","0.550","986.200","","0.000","-99.000","-99.000","-99.000","30.400","","21.900",""
"C0D590","2020-04-19 21:00:00","143.000","0.000","0.000","23.500","0.970","996.800","","0.000","-99.000","-99.000","-99.000","26.000","","21.800",""
"C0U990","2020-04-19 21:00:00","31.000","205.000","1.000","24.000","0.860","1009.900","","0.000","-99.000","-99.000","-99.000","29.400","","22.500",""
"C0A970","2020-04-19 21:00:00","96.000","319.000","3.900","23.400","0.990","1002.300","","0.000","-99.000","-99.000","-99.000","28.400","","22.000",""
"CM0110","2020-04-19 21:00:00","7.000","244.000","0.900","25.700","0.790","1012.000","","-99.000","-99.000","-99.000","-99.000","29.400","","24.300",""
"C0S940","2020-04-19 21:00:00","150.000","265.000","2.600","25.600","0.920","993.500","","0.000","-99.000","-99.000","-99.000","30.700","","22.900",""
"C0X250","2020-04-19 21:00:00","33.000","206.000","2.200","25.600","0.830","1008.700","","0.000","-99.000","-99.000","-99.000","32.100","","24.000",""
"C0K520","2020-04-19 21:00:00","10.000","203.000","0.700","24.300","0.940","1010.400","","0.000","-99.000","-99.000","-99.000","30.700","","24.200",""
"C0Z200","2020-04-19 21:00:00","153.000","2.000","0.700","26.000","0.820","995.500","","0.000","-99.000","-99.000","-99.000","31.200","","20.700",""
"C0V740","2020-04-19 21:00:00","60.000","24.000","0.900","25.800","0.940","1006.900","","0.000","-99.000","-99.000","-99.000","32.300","","22.600",""
"C0V790","2020-04-19 21:00:00","410.000","30.000","2.500","24.600","0.650","966.400","","0.000","-99.000","-99.000","-99.000","31.800","","21.800",""
"C0G860","2020-04-19 21:00:00","45.000","219.000","1.400","26.300","0.860","1006.500","","0.000","-99.000","-99.000","-99.000","32.800","","25.200",""
"C0Z250","2020-04-19 21:00:00","1124.000","290.000","0.600","18.500","0.990","890.300","","0.000","-99.000","-99.000","-99.000","25.400","","15.900",""
"C0K440","2020-04-19 21:00:00","35.000","167.000","1.800","24.500","1.000","1008.500","","0.000","-99.000","-99.000","-99.000","31.100","","23.900",""
"C0T900","2020-04-19 21:00:00","160.000","0.000","0.100","23.800","0.790","992.500","","0.000","-99.000","-99.000","-99.000","32.600","","20.600",""
"C0F9V0","2020-04-19 21:00:00","525.000","183.000","2.100","24.000","0.840","955.200","","0.000","-99.000","-99.000","-99.000","29.600","","21.800",""
"C0UA20","2020-04-19 21:00:00","2619.000","214.000","3.800","8.200","0.830","-99.000","","0.000","-99.000","-99.000","-99.000","16.600","","8.200",""
"C0M850","2020-04-19 21:00:00","695.000","0.000","0.000","21.600","0.990","935.400","","0.000","-99.000","-99.000","-99.000","30.500","","19.600",""
"C0C620","2020-04-19 21:00:00","19.000","328.000","0.500","26.800","0.970","1009.200","","0.000","-99.000","-99.000","-99.000","29.500","","23.500",""
"C0I360","2020-04-19 21:00:00","300.000","40.000","2.600","24.300","0.870","978.000","","0.000","-99.000","-99.000","-99.000","30.400","","21.600",""
"C0M810","2020-04-19 21:00:00","1354.000","135.000","0.700","19.300","0.490","867.800","","0.000","-99.000","-99.000","-99.000","25.500","","15.600",""
"C0AC80","2020-04-19 21:00:00","40.000","0.000","0.000","24.500","0.930","1007.700","","0.000","-99.000","-99.000","-99.000","28.900","","20.500",""
"CM0140","2020-04-19 21:00:00","26.000","357.000","0.500","26.700","0.740","1008.500","","0.000","-99.000","-99.000","-99.000","29.500","","24.100",""
"C0SA20","2020-04-19 21:00:00","857.000","330.000","1.800","24.900","0.490","917.900","","0.500","-99.000","-99.000","-99.000","26.700","","18.800",""
"C0K490","2020-04-19 21:00:00","91.000","0.000","0.000","24.700","0.890","1001.700","","0.000","-99.000","-99.000","-99.000","32.400","","22.800",""
"C0V820","2020-04-19 21:00:00","441.000","0.000","0.200","20.600","0.940","966.000","","0.000","-99.000","-99.000","-99.000","32.700","","19.600",""
"C0S810","2020-04-19 21:00:00","65.000","310.000","1.400","25.600","0.880","1005.900","","0.000","-99.000","-99.000","-99.000","28.900","","22.500",""
"C0R580","2020-04-19 21:00:00","10.000","300.000","0.700","26.200","0.890","1011.300","","0.000","-99.000","-99.000","-99.000","29.800","","23.300",""
"C0Z330","2020-04-19 21:00:00","488.000","54.000","0.600","23.400","0.990","959.400","","0.000","-99.000","-99.000","-99.000","32.100","","20.300",""
"C0E590","2020-04-19 21:00:00","40.000","234.000","1.800","25.100","0.900","1006.500","","0.000","-99.000","-99.000","-99.000","29.300","","21.500",""
"C0D540","2020-04-19 21:00:00","227.000","74.000","0.300","22.500","0.940","988.000","","0.000","-99.000","-99.000","-99.000","28.100","","20.800",""
"C0K420","2020-04-19 21:00:00","42.000","201.000","0.800","25.000","0.880","1007.500","","0.000","-99.000","-99.000","-99.000","32.100","","23.500",""
"C0Z180","2020-04-19 21:00:00","34.000","60.000","0.800","25.900","0.940","1008.100","","1.000","-99.000","-99.000","-99.000","29.000","","22.000",""
"C0AD10","2020-04-19 21:00:00","27.000","270.000","1.000","24.500","0.970","1009.500","","0.000","-99.000","-99.000","-99.000","26.700","","22.900",""
"C0M720","2020-04-19 21:00:00","225.000","0.000","0.000","23.900","0.940","987.000","","0.000","-99.000","-99.000","-99.000","32.100","","22.600",""
"C0V450","2020-04-19 21:00:00","51.000","0.000","0.100","24.900","0.990","1006.500","","0.000","-99.000","-99.000","-99.000","31.000","","23.100",""
"C0R280","2020-04-19 21:00:00","242.000","239.000","0.400","23.900","0.950","985.400","","0.000","-99.000","-99.000","-99.000","31.000","","23.400",""
"C0E610","2020-04-19 21:00:00","850.000","0.000","0.000","22.800","0.450","919.800","","0.000","-99.000","-99.000","-99.000","28.300","","18.900",""
"C0V610","2020-04-19 21:00:00","22.000","259.000","0.800","26.300","0.880","1010.200","","0.000","-99.000","-99.000","-99.000","31.100","","24.600",""
"C0Z310","2020-04-19 21:00:00","59.000","351.000","0.900","24.200","0.990","1006.100","","5.500","-99.000","-99.000","-99.000","28.400","","22.800",""
"C0S700","2020-04-19 21:00:00","507.000","304.000","2.300","26.600","0.430","956.300","","0.000","-99.000","-99.000","-99.000","31.600","","19.100",""
"C0T9G0","2020-04-19 21:00:00","605.000","50.000","1.500","23.000","1.000","946.900","","0.000","-99.000","-99.000","-99.000","28.700","","20.000",""
"C0U520","2020-04-19 21:00:00","517.000","241.000","1.200","19.600","0.990","957.300","","0.000","-99.000","-99.000","-99.000","30.700","","18.500",""
"C0E750","2020-04-19 21:00:00","62.000","255.000","2.900","26.000","0.830","1003.600","","0.000","-99.000","-99.000","-99.000","30.100","","23.300",""
"C0R810","2020-04-19 21:00:00","25.000","354.000","1.500","25.900","0.890","1010.300","","0.000","-99.000","-99.000","-99.000","31.200","","24.400",""
"C0G660","2020-04-19 21:00:00","27.000","202.000","0.700","25.700","0.920","1010.100","","0.000","-99.000","-99.000","-99.000","33.000","","24.300",""
"C0W140","2020-04-19 21:00:00","21.000","212.000","2.700","21.900","0.950","1010.000","","0.000","-99.000","-99.000","-99.000","26.400","","20.500",""
"C0U720","2020-04-19 21:00:00","1260.000","267.000","3.000","23.000","0.660","888.100","","0.000","8.600","262.000","","25.100","","15.900",""
"C0R690","2020-04-19 21:00:00","248.000","302.000","0.600","24.000","0.970","984.100","","0.000","-99.000","-99.000","-99.000","28.900","","23.900",""
"C0X150","2020-04-19 21:00:00","18.000","232.000","0.300","26.000","0.860","1011.900","","0.000","-99.000","-99.000","-99.000","31.600","","24.800",""
"C0Z050","2020-04-19 21:00:00","830.000","0.000","0.000","21.700","0.750","922.900","","0.000","-99.000","-99.000","-99.000","25.700","","17.900",""
"C0I490","2020-04-19 21:00:00","1601.000","98.000","2.200","16.800","0.900","844.100","","0.000","-99.000","-99.000","-99.000","23.600","","14.000",""
"C0I090","2020-04-19 21:00:00","910.000","165.000","0.800","18.900","0.990","913.400","","0.000","-99.000","-99.000","-99.000","27.600","","18.300",""
"C0X240","2020-04-19 21:00:00","394.000","157.000","0.900","21.400","0.900","969.200","","0.000","-99.000","-99.000","-99.000","31.400","","20.200",""
"C0S990","2020-04-19 21:00:00","409.000","264.000","1.300","26.300","0.570","966.800","","0.000","-99.000","-99.000","-99.000","29.500","","22.800",""
